project,surface_type,source_path,canonical_doc_path,audience,diataxis_type,owner_status,verification_command,gap_status,reviewer_notes
helm-ai-kernel,surface,reference_packs/proof_replays,reference_packs/README.md,maintainer,reference,owned-active,make docs-coverage && make docs-truth,covered,Failure Intelligence public proof replay reference packs are Kernel-owned deterministic offline verification fixtures.
helm-ai-kernel,surface,release,release/README.md,maintainer,reference,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,schema,schemas,schemas/README.md,maintainer,reference,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,schema,schemas/failure_intelligence,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Kernel-owned canonical schemas for Failure Intelligence candidates mappings replays publication gates verification and vectors.
helm-ai-kernel,schema,schemas/failure_intelligence/artifact_ref.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Artifact reference schema for Failure Intelligence object storage and public-safe export metadata.
helm-ai-kernel,schema,schemas/failure_intelligence/conformance_vector.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Conformance vector schema for external-failure HCV fixtures.
helm-ai-kernel,schema,schemas/failure_intelligence/counterfactual_replay.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Counterfactual replay schema for safe public HELM proof replays.
helm-ai-kernel,schema,schemas/failure_intelligence/export_batch.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Archive export batch schema for deterministic proof replay static payloads.
helm-ai-kernel,schema,schemas/failure_intelligence/external_incident_candidate.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,External incident candidate schema for source-backed public failure intelligence workflow state.
helm-ai-kernel,schema,schemas/failure_intelligence/failure_mode.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Canonical HELM-native Failure Intelligence taxonomy schema.
helm-ai-kernel,schema,schemas/failure_intelligence/helm_control_mapping.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Control mapping schema for missing execution authority controls reason codes and evidence requirements.
helm-ai-kernel,schema,schemas/failure_intelligence/public_proof_replay.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Public proof replay schema for redaction-safe HPR archive entries.
helm-ai-kernel,schema,schemas/failure_intelligence/public_replay_policy.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Public replay policy schema for bounded counterfactual replay inputs.
helm-ai-kernel,schema,schemas/failure_intelligence/publication_gate.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Publication gate schema for proof verification redaction review and wording checks.
helm-ai-kernel,schema,schemas/failure_intelligence/run_record.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Run record schema for Failure Intelligence orchestration and stage accounting.
helm-ai-kernel,schema,schemas/failure_intelligence/source_assertion.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Source assertion schema for hashed public-source claims and retrieval metadata.
helm-ai-kernel,schema,schemas/failure_intelligence/source_health.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Source health schema for adapter freshness errors counts and confidence distribution.
helm-ai-kernel,schema,schemas/failure_intelligence/source_registry.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Source registry schema for public source authority fetch policy and confidence weighting.
helm-ai-kernel,schema,schemas/failure_intelligence/source_snapshot.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Source snapshot schema for hashed source retrieval and retention metadata.
helm-ai-kernel,schema,schemas/failure_intelligence/verification_result.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Verification result schema for offline Kernel EvidencePack verifier reports.
helm-ai-kernel,surface,scripts,scripts/README.md,maintainer,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,sdk,sdk/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,tests,tests/README.md,maintainer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,tools,tools/README.md,maintainer,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,ci-cd,.github/workflows,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,ci-cd,.github/workflows/claude-managed-agents-live-evidence.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Manual protected live-evidence workflow for Claude Managed Agents Daytona verification artifacts.
helm-ai-kernel,api-contract,api/openapi,api/openapi/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,artifacts/golden,artifacts/golden/README.md,maintainer,explanation,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,surface,artifacts/usecases,artifacts/README.md,maintainer,reference,owned-active,make crucible,covered,Use-case runner writes verification logs here; artifacts remain generated outputs and the canonical artifacts doc owns lifecycle expectations.
helm-ai-kernel,configuration,core/go.mod,core/README.md,maintainer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,infrastructure,deploy/helm-chart,deploy/helm-chart/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,schema,deploy/helm-chart/values.schema.json,deploy/helm-chart/README.md,operator,reference,owned-active,make docs-coverage && make docs-truth,covered,Helm chart values schema (JSON Schema draft 2020-12) covered by the chart README; enables `helm install` pre-flight validation and lights the ArtifactHub Values Schema badge.
helm-ai-kernel,surface,examples/go_client,examples/go_client/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,configuration,examples/go_client/go.mod,examples/go_client/README.md,maintainer,reference,owned-active,make docs-coverage && make docs-truth,covered,Go example module pins the source example to the local SDK module so scanner and build tooling can compile it.
helm-ai-kernel,surface,examples/golden,examples/golden/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,examples/java_client,examples/java_client/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,examples/js_openai_baseurl,examples/js_openai_baseurl/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,examples/claude_managed_agents_worker,examples/claude_managed_agents_worker/README.md,developer,how-to,owned-active,make docs-coverage && make docs-truth,covered,Reference worker-shim integration example for routing Claude Managed Agents worker effects through HELM before dispatch.
helm-ai-kernel,surface,examples/mcp_client,examples/mcp_client/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,examples/openclaw,examples/openclaw/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,examples/otel-genai,examples/otel-genai/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,examples/policies,examples/policies/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,examples/python_openai_baseurl,examples/python_openai_baseurl/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,examples/receipt_verification,examples/receipt_verification/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,examples/rust_client,examples/rust_client/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,examples/starters,examples/starters/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,surface,examples/ts_openai_baseurl,examples/ts_openai_baseurl/README.md,developer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,test-surface,fixtures/minimal,fixtures/README.md,maintainer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,surface,proofs/Lean,proofs/Lean/README.md,maintainer,explanation,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,surface,proofs/states,proofs/README.md,maintainer,explanation,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,protocol,protocols/bundles,protocols/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,protocol,protocols/conformance,protocols/conformance/v1/CONFORMANCE_GUIDE.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,protocol,protocols/json-schemas,protocols/json-schemas/SCHEMA_INDEX.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,configuration,protocols/json-schemas/boundary/extauthz.v1.schema.json,protocols/json-schemas/SCHEMA_INDEX.md,kernel-guardian,reference,owned-active,make docs-coverage && make docs-truth && go test ./core/pkg/boundary/extauthz ./core/pkg/canonicalize,covered,Kernel-owned external authorization schema for pre-dispatch gateway verdicts; final effect receipts ProofGraph edges and EvidencePack refs remain post-dispatch proof artifacts.
helm-ai-kernel,configuration,protocols/json-schemas/managed-agents/claude_self_hosted_live_config.v1.schema.json,protocols/json-schemas/SCHEMA_INDEX.md,maintainer,reference,owned-active,make docs-coverage && make docs-truth,covered,Claude Managed Agents self-hosted live-evidence config schema for Daytona verified-promotion guard.
helm-ai-kernel,protocol,protocols/policy-schema,protocols/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,protocol,protocols/proto,protocols/proto/README.md,maintainer,reference,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,protocol,protocols/spec,protocols/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,protocol,protocols/specs,protocols/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,surface,release/vex,release/README.md,maintainer,explanation,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/approvals,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/artifact_manifest.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/channel_envelope.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/connector_release.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/connectors,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/effects,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/knowledge_claim.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/receipts,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/reference_pack.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/schedule_spec.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/skills,docs/skills/FLOW_CATALOG.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Skill Pack schemas are covered by the Skill Packs flow catalog and schema registry.
helm-ai-kernel,schema,schemas/skills/skillpack.v1.schema.json,docs/skills/FLOW_CATALOG.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,SkillPack manifest schema covered by Skill Packs flow catalog.
helm-ai-kernel,schema,schemas/skills/skillpolicy.v1.schema.json,docs/skills/FLOW_CATALOG.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,SkillPack policy schema covered by Skill Packs flow catalog.
helm-ai-kernel,schema,schemas/skills/skillreceipt.v1.schema.json,docs/skills/FLOW_CATALOG.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,SkillPack receipt schema covered by Skill Packs flow catalog.
helm-ai-kernel,schema,schemas/skills/skillscan.v1.schema.json,docs/skills/FLOW_CATALOG.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,SkillPack scan schema covered by Skill Packs flow catalog.
helm-ai-kernel,schema,schemas/skill_bundle_manifest.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,tooling,scripts/bench,scripts/bench/README.md,maintainer,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,tooling,scripts/ci,scripts/ci/README.md,maintainer,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,tooling,scripts/release,scripts/release/README.md,maintainer,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,tooling,scripts/sdk,scripts/sdk/README.md,maintainer,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,tooling,scripts/tla,scripts/tla/README.md,maintainer,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,tooling,scripts/usecases,scripts/usecases/README.md,maintainer,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,package,sdk/go,sdk/go/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,package,sdk/java,sdk/java/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,package,sdk/python,sdk/python/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,package,sdk/rust,sdk/rust/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,package,sdk/ts,sdk/ts/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,test-surface,tests/conformance,tests/README.md,maintainer,tutorial,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,tooling,tools/boundary,tools/boundary/README.md,maintainer,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,tooling,tools/doccheck,tools/doccheck/README.md,maintainer,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,tooling,tools/tcbcheck,tools/tcbcheck/README.md,maintainer,how-to,owned-active,make docs-coverage && make docs-truth,covered,Covered by canonical documentation; update this row when the source surface moves or changes lifecycle.
helm-ai-kernel,ci-cd,.github/workflows/ci.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,ci-cd,.github/workflows/codeql.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Code scanning workflow for retained OSS languages and Rust audit checks.
helm-ai-kernel,ci-cd,.github/workflows/crates-publish.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,ci-cd,.github/workflows/lean.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,ci-cd,.github/workflows/launchpad-artifacts.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Launchpad artifact workflow packages conformance and reference-pack evidence; keep aligned with Launchpad documentation and release evidence expectations.
helm-ai-kernel,ci-cd,.github/workflows/launchpad-model-provider-catalog.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Launchpad model-provider catalog workflow refreshes official BYO provider source fingerprints and generated egress probe helpers.
helm-ai-kernel,ci-cd,.github/workflows/launchpad-reference-packs.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Launchpad reference packs workflow verifies committed redacted proof packs offline on every PR.
helm-ai-kernel,ci-cd,.github/workflows/launchpad-clean-install.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Launchpad clean-install GA workflow validates Homebrew install local-container launches teardown EvidencePack verification and redacted secret-fragment auditing.
helm-ai-kernel,ci-cd,.github/workflows/helm-integration.yml,docs/launchpad/K8S_SMOKE.md,operator,how-to,owned-active,bash scripts/ci/launchpad_k8s_smoke.sh --mode baseline,covered,Helm Integration workflow drives the launchpad k8s smoke matrix (baseline / positive / negative) on minikube; baseline always runs, positive is gated on the launchpad-live-test PR label plus the HELM_LAUNCHPAD_CI_OPENROUTER_API_KEY secret.
helm-ai-kernel,ci-cd,.github/workflows/maven-publish.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,ci-cd,.github/workflows/npm-publish.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,ci-cd,.github/workflows/nightly-quality.yml,.github/workflows/README.md,operator,how-to,owned-active,make quality-nightly,covered,Nightly Advisory quality workflow for heavyweight gates.
helm-ai-kernel,ci-cd,.github/workflows/python-publish.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,ci-cd,.github/workflows/release.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,ci-cd,.github/workflows/scorecard.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,ci-cd,.github/workflows/slsa-provenance.yml,.github/workflows/README.md,operator,how-to,owned-active,make docs-coverage && make docs-truth,covered,SLSA provenance workflow for release artifact attestation; keep aligned with release workflow documentation.
helm-ai-kernel,ci-cd,.github/workflows/version-drift.yml,.github/workflows/README.md,operator,how-to,owned-active,make version-drift-published,covered,Published registry drift monitor opens or updates one issue when lockstep release channels fall behind VERSION.
helm-ai-kernel,api-contract,api/openapi/helm.openapi.yaml,api/openapi/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,configuration,examples/otel-genai/go.mod,examples/otel-genai/README.md,maintainer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/approvals/approval_ceremony_record.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/approvals/approval_decision.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
helm-ai-kernel,schema,schemas/approvals/approval_request.v1.json,schemas/README.md,developer,reference,owned-active,make docs-coverage && make docs-truth,covered,Coverage row generated from active source/config/route discovery; canonical doc must be updated when the source surface changes lifecycle or interface.
